20150522,대상 웰라이프 클로렐라 플래티넘(Chlorella platinum),"직사광선 및 고온 다습한 곳을 피하여 보관하십시오.(보관 중 직사광선에 노출될 경우
변색될 가능성이 있습니다.)","①면역기능 증진에 도움을 줄 수 있음
②항산화 작용
③피부건강에 도움","① 성상 : 고유의 색택과 향미를 가지며 이미, 이취가 없어야 한다.
② 총 엽록소 : 표시량(125 mg/5.4g)의 80~120%
③ 중금속
    가)납(mg/kg) : 3.0 이하
    나)카드뮴(mg/kg) : 1.0 이하
    다)총수은(mg/kg) : 0.5 이하
④ 총 페오포르바이드(mg/kg) : 1,000 이하
⑤ 대장균군 : 음성
⑥ 붕해시험 : 적합","①특이체질, 알러지 체질이신 경우에는 성분을 확인 후 섭취하십시오.
②어린이의 경우 목에 걸릴 우려가 있으니 보호자가 주의하여 섭취할 수 있도록 하여 주십시오.",1일 3회 1회당 5정을 씹거나 물과 함께 섭취하십시오.,2004001900934,제조일로부터 24개월,5573,"360mg × 5정, 360mg × 30정, 360mg × 150정, 360mg × 750정",대상웰라이프,http://img.danawa.com/prod_img/500000/947/138/img/3138947_1.jpg?shrink=500:500&_v=20170608171308
20180402,대웅 루테인오메가3비타민D,"직사광선을 받지 아니하는 서늘한 곳에서 보관 및 유통하시고, 어린이의 손에 닿지 않도록 주의하시기 바랍니다.","①혈중 중성지질 개선·혈행 개선·건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①유해산소로부터 세포를 보호하는데 필요

노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줌","1) 성상 : 주황색의 내용물을 함유한 진빨강색 연질캡슐
2) EPA 와 DHA의 합 : 표시량의 80 ~ 120 % (표시량 600 mg / 1,050 mg)
3) 루테인 : 표시량의 80 ~ 120 % (표시량 20 mg / 1,050 mg)
4) 비타민A : 표시량의 80 ~ 150 % (표시량 350 μgRE / 1,050 mg)
5) 비타민D : 표시량의 80 ~ 180 % (표시량 25 μg / 1,050 mg)
6) 비타민E : 표시량의 80 ~ 150 % (표시량 5.5 mgα-TE / 1,050 mg)
7) 헥산(mg/kg) : 5.0 이하
8) 납(mg/kg) : 1.0 이하
9) 총비소(mg/kg) : 1.0 이하
10) 카드뮴(mg/kg) : 1.0 이하
11) 총수은(mg/kg) : 0.5 이하
12) 대장균군 : 음성
13) 붕해 : 적합 (20분 이내)",과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음,"1일 1회, 1회 1캡슐(1캡슐 당 1,050 mg)을 물과 함께 섭취하십시오.",200400200071934,제조일로부터 24개월까지,5608,"1,050 mg × 10, 20, 30, 40, 45, 50, 60, 90, 112, 120, 150, 180, 210, 240, 300, 360, 420, 480, 540, 1,050캡슐 등",대웅생명과학,http://img.danawa.com/prod_img/500000/171/784/img/6784171_1.jpg?shrink=160:160&_v=20181205103744
20180921,더 힘찬 이팔청춘,습기가 적고 직사광선을 받지 않는 실온에 보관하십시오.,"1) 쏘팔메토 열매 추출물
    - 전립선 건강의 유지에 도움을 줄 수 있음
 2) 옥타코사놀 함유 유지
    -지구력 증진에 도움을 줄 수 있음
 3) 아연 
    - 정상적인 면역기능에 필요
    - 정상적인 세포분열에 필요
 4) 비타민 B1
    - 탄수화물과 에너지 대사에 필요      
 5) 비타민 B2
    - 체내 에너지 생성에 필요
 6) 비타민 B6
    - 단백질 및 아미노산 이용에 필요     
    -혈액의 호모시스테인 수준을 정상으로 유지하는데 필요        
 7) 비타민 D
    -칼슘과 인이 흡수되고 이용되는데 필요
    -뼈의 형성과 유지에 필요
    -골다공증발생 위험 감소에 도움을 줌
 8) 엽산
    -세포와 혈액생성에 필요
    -태아 신경관의 정상 발달에 필요
    -혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
 9) 셀레늄
    -유해산소로부터 세포를 보호하는데 필요","1. 성상 : 이미, 이취가 없고 고유의 향미가 있으며 갈색의 내용물이 든 검정색 연질캅셀
2. 로르산(%) : 표시량(70mg/900mg) 80~120%
3. 옥타코사놀(%) 표시량(7mg/900mg) 80~120%
4. 아연(%) : 표시량(6mg/900mg) 80~150%
5. 비타민B1(%) : 표시량(1.21mg/900mg) 80~180%
6. 비타민B2(%) : 표시량(1.41mg/900mg) 80~180%
7. 비타민B6(%) : 표시량(1.51mg/900mg) 80~150%
8. 비타민D(%) : 표시량(15ug/900mg) 80~180%
9. 엽산(%) : 표시량(540ug/900mg) 80~150%
10. 셀레늄(%) : 표시량(27.5ug/900mg) 80~150%
11. 납(mg/kg) : 1.0 이하
12. 카드뮴(mg/kg) : 1.0 이하
13. 총 수은(mg/kg) : 1.0 이하
14. 총 비소(mg/kg) : 1.0 이하
15. 붕해시험 : 20분 이내 
16. 대장균군 : 음성","1) 메스꺼움 등 소화계통의 불편함과 설사를 유발할 수 있음.
 2) 특이체질, 알레르기 체질의 경우에는 간혹 개인에 따라 과민반응을 나타낼 수 있으므로 원료를 확인한 후
    섭취하십시오. 
 3) 유통기한이 경과된 제품은 섭취하지 마십시오.
 4) 용기안의 방습제는 먹지 마십시오.
 5) 어린이의 경우 목에 걸릴 수 있으니 섭취 시 주의하십시오.","1일 1회, 1회 1캡슐을 물과 함께 섭취하십시오.",200600200031382,제조일로부터 24개월,5678,"900mg×10캡슐(9g),900mg×20캡슐(18g),900mg×30캡슐(27g), 900mg×50캡슐(45g),900mg×60캡슐(54g),900mg×90캡슐(81g),900mg×100캡슐(90g),900mg×120캡슐(108g), 900mg×160캡슐(144g), 900mg×180캡슐(162g), 900mg×240캡슐(216g) 등",래오이경제,http://img.danawa.com/prod_img/500000/717/537/img/7537717_1.jpg?shrink=500:500
20180315,데일리 루테인,고온다습한 곳과 직사광선을 피하여 습기가 적고 건조한 곳에 보관하십시오. 어린이의 손이 닿지 않는 곳에 보관하십시오,"[루테인]①노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줌
[비타민E]①유해산소로부터 세포를 보호하는데 필요
[비타민A]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[베타카로틴]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요","1. 성상 : 이미, 이취가 없고 고유의 향미가 있는 적색의 내용물을 함유한 적갈색의 타원형 연질캡슐
2. 루테인 : 표시량 20 mg / 400 mg의 80% ~ 120%
3. 비타민 A : 표시량 700ugRE / 400 mg의 80% ~ 150%
4. 베타카로틴 : 표시량 0.42 mg / 400 mg의 80~150%
5. 비타민 E : 표시량 11mg a-TE / 400 mg의 80% ~ 150%
6. 중금속 : 납(1.0 mg/kg 이하), 카드뮴(1.0 mg/kg 이하), 총 수은(1.0 mg/kg 이하), 총 비소(1.0 mg/kg 이하)
7. 헥산 : 5.0 mg/kg 이하
8. 대장균군 : 음성
9. 붕해시험 : 적합(20분이내)",[루테인제품]과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음,"1일 1회, 1회 1캡슐을 충분한 물과 함께 섭취하십시오.",20040017006648,제조일로부터 36개월,5928,"400mg×10, 15, 20, 30 ,40, 60, 80, 90, 100, 120, 140, 180, 200, 240, 300, 360캡슐 등",광동생활건강,http://img.danawa.com/prod_img/500000/793/786/img/6786793_1.jpg?shrink=160:160&_v=20190117162034
20160907,듀오락 비타민C 프로바이오틱스,"습기, 일광을 피하여 서늘한 곳에 보관, 유통하십시오.","①유산균 증식 및 유해균 억제에 도움을 줄 수 있음 ②배변활동 원활에 도움을 줄 수 있음 

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요","(1) 성상: 이미, 이취가 없고 고유의 향미가 있는 흰색의 분말을 함유한 흰색의 경질캡슐 
 (2) 비타민C: 표시량(500mg/1g)의 80~150%
 (3) 프로바이오틱스수: 표시량 이상
     - 프로바이오틱스수: 1,000,000,000 CFU/1g 이상
 (4) 대장균군: 음성
 (5) 붕해시험: 20분이내","질병치료중이신 분, 알레르기, 특이체질이신 분은 의사, 약사등 전문가와 상담 후 섭취하십시오.","1일 1회, 1회 2캡슐(1g)을 물과 함께 섭취하십시오.",20040017017966,제조일로부터 24개월,6186,"30g(500mg/캡슐x60캡슐/병), 60g, 90g 등",쎌바이오텍,http://img.danawa.com/prod_img/500000/790/813/img/5813790_1.jpg?shrink=500:500&_v=20180403143524
20171130,듀오락 츄어블 레이디,"습기, 일광을 피하여 서늘한 곳에 보관, 유통하십시오.",①유산균 증식 및 유해균 억제에 도움을 줄 수 있음 ②배변활동 원활에 도움을 줄 수 있음,"1) 성상: 이미, 이취가 없고 고유의 향미가 있는 노란 햐얀색의 원형 정제
2) 프로바이오틱스 수: 표시량 이상
- 프로바이오틱스 수: 700,000,000 CFU/2g 이상
3) 대장균군: 음성","질병치료중이신 분, 알레르기, 특이체질이신 분은 의사, 약사 등 전문가와 상담 후 섭취하십시오.","1일 1회, 1회 2정(2g)을 씹어서 섭취하십시오.",20040017017998,제조일로부터 24개월,6208,"병 포장/60g(1,000mg/정X 60정/병), 30g, 60g, 90g 등",쎌바이오텍 ,http://img.danawa.com/prod_img/500000/651/905/img/5905651_1.jpg?shrink=500:500&_v=20180510172557
20180622,드시모네 데일리,1. 4℃~ 8℃ 이하 냉장보관 하십시오 2. 영·유아 및 어린이의 손에 닿지 않는 곳에 보관하십시오.,"① 유익한 유산균 증식, 유해균 억제, 배변활동 원활 
② 장면역을 조절하여 장 건강에 도움을 줄 수 있음(생리활성기능 2등급)","1) 성상: 이미, 이취가 없고 고유의 향미가 있는 미황색의 분말
2) 대장균군: 음성
3) 유산균 수(cfu/g) : 표시량의(2.0*10^11/3400mg)이상
4) 납(mg/kg) : 0.2 이하
5) 카드뮴(mg/kg) : 0.06 이하
6) 총비소(mg/kg) : 1.0 이하
7) 총수은(mg/kg) : 0.04 이하","1. 특이체질, 알레르기 체질의 경우, 개인에 따라 과민반응을 나타낼 수 있으므로 원료 확인 후 섭취하십시오.
2. 만성질환이 있거나 현재 질병치료 및 약물복용 중이신 분은 전문의와 반드시 상의 후 섭취하십시오.
3. 어린이가 함부로 섭취하지 않도록 일일섭취 방법을 지도하십시오.
4. 내용물 중 간혹 유색의 단편들이 보일 수 있으나 이는 원료의 일부이오니 안심하고 섭취하셔도 됩니다.","1일 1회, 1회 1포 직접 또는 물과 함께 섭취하십시오.",200700170351144,18개월,6262,"3400mg × (1, 2, 3, 4, 5, 10, 20, 30, 60, 90, 120, 150, 180, 210, 240, 270, 300, 330, 360, 420, 480)포",바이오일레븐,http://img.danawa.com/prod_img/500000/908/152/img/6152908_1.jpg?shrink=500:500&_v=20190918155246
20180622,드시모네 키즈 프리미엄,1. 4℃~8℃ 이하 냉장보관 하십시오 2. 영·유아 및 어린이의 손에 닿지 않는 곳에 보관하십시오.,"① 유익한 유산균 증식, 유해균 억제, 배변활동 원활 
② 장면역을 조절하여 장 건강에 도움을 줄 수 있음(생리활성기능 2등급)","1) 성상: 이미, 이취가 없고 고유의 향미가 있는 미황색의 분말
2) 대장균군: 음성
3) 유산균 수(cfu/g) : 표시량의(1.0*10^11/2,500mg)이상
4) 납(mg/kg) : 0.2 이하
5) 카드뮴(mg/kg) : 0.06 이하
6) 총비소(mg/kg) : 1.0 이하
7) 총수은(mg/kg) : 0.04 이하","1. 특이체질, 알레르기 체질의 경우, 개인에 따라 과민반응을 나타낼 수 있으므로 원료 확인 후 섭취하십시오.
2. 만성질환이 있거나 현재 질병치료 및 약물복용 중이신 분은 전문의와 반드시 상의 후 섭취하십시오.
3. 어린이가 함부로 섭취하지 않도록 일일섭취 방법을 지도하십시오.
4. 내용물 중 간혹 유색의 단편들이 보일 수 있으나 이는 원료의 일부이오니 안심하고 섭취하셔도 됩니다.","1일 1회, 1회 1포 직접 또는 물과 함께 섭취하십시오.",200700170351143,18개월,6267,"2,500mg x (1, 2, 3, 4, 5, 10, 20, 30, 60, 90, 120, 150, 180, 210, 240, 270, 300, 330, 360, 420, 480)포",바이오일레븐,http://img.danawa.com/prod_img/500000/820/422/img/6422820_1.jpg?shrink=500:500&_v=20190918155503
20190529,라파플러스 유산균 10,습기가 적고 직사광선을 받지 않는 서늘한 곳에 보관하십시오.,①유산균 증식 및 유해균 억제에 도움을 줄 수 있음 ②배변활동 원활에 도움을 줄 수 있음,"① 성상 : 이미, 이취가 없고 고유의 향미가 있는 미백색의 분말 
② 프로바이오틱스 수 : 표시량(200,000,000cfu/2 g) 이상 
③ 대장균군 : 음성","① 질환이 있거나 의약품 복용 시 전문가와 상담할 것
② 알레르기 체질 등은 개인에 따라 과민반응을 나타낼 수 있음
③ 어린이가 함부로 섭취하지 않도록 일일섭취량 방법을 지도할 것
④ 이상사례 발생 시 섭취를 중단하고 전문가와 상담 할 것","1일 1회, 1회 1포를 섭취하십시오.",2018001237921,제조일로부터 18개월,6565,"2g * (10포, 15포, 20포, 30포, 60포, 90포, 120포, 150포)",라파플러스,http://img.danawa.com/prod_img/500000/595/628/img/4628595_1.jpg?shrink=500:500&_v=20170613135331
20190729,락토핏 생유산균 뷰티,1. 고온다습한 곳과 직사광선을 피하여 습기가 적고 건조한 곳에 보관하십시오.2. 개봉 후에는 공기의 노출을 최대한 차단하여 보관 하십시오.3. 영유아 및 어린이의 손에 닿지 않는 곳에 보관하십시오.,①유산균 증식 및 유해균 억제에 도움을 줄 수 있음 ②배변활동 원활에 도움을 줄 수 있음 ③피부보습에 도움을 줄 수 있음,"1. 성상 : 이미, 이취가 없고 고유의 향미가 있는 연한 자줏빛 분홍색의 분말
2. 프로바이오틱스수 : 표시량(1x10^9cfu/4000mg)의 이상
3. 히알루론산 : 표시량(120mg/4000mg)의 80~120%
4. 납(mg/kg) : 2.0이하
5. 카드뮴(mg/kg) : 0.5이하
6. 총수은(mg/kg) : 0.5이하
7. 총비소(mg/kg) : 1.0이하
8. 대장균군 : 음성",,"1일 2회, 1회 1포를 식전·식후 어느때나 물 없이 섭취하십시오.",20040020016618,18개월,6900,"2000mg x 1포(2g), 1포, 2포, 4포, 7포, 10포, 14포, 15포, 20포, 21포, 28포, 30포, 40포, 45포, 56포, 60포,80포, 84포, 90포, 100포, 120포, 168포, 180포, 200포, 252포, 336포, ···",종근당건강,http://img.danawa.com/prod_img/500000/628/160/img/6160628_1.jpg?shrink=500:500&_v=20181211135839
20181221,락피도 밀크씨슬 플러스,직사광선을 피하고 서늘한 곳에 보관 및 유통(실온),"[밀크씨슬(카르두스 마리아누스) 추출물 제품] 간 건강에 도움을 줄 수 있음 
[옥타코사놀함유유지 제품]지구력 증진에 도움을 줄 수 있음 
[비타민B2]체내 에너지 생성에 필요","① 성상 : 연한 노란색의 제피정제 
② 실리마린 : 표시량(130 mg / 600mg)의 80～120%
③ 옥타코사놀 : 표시량(7 mg / 600mg)의 80～120%
④ 비타민B2 : 표시량(1.4 mg / 600mg)의 80～180%
⑤ 헥산(mg/kg) : 5.0 이하
⑥ 초산에틸(mg/kg) : 50.0 이하
⑦ 납(mg/kg) : 1.0 이하
⑧ 카드뮴(mg/kg) : 0.5 이하
⑨ 총수은(mg/kg) : 0.5 이하
⑩ 총비소(mg/kg) : 1.0 이하
⑪ 대장균군: 음성
⑫ 붕해시험: 60분 이내","① 알레르기 체질이신 경우 성분을 확인 한 후 섭취여부를 결정하여야 함.
[밀크씨슬추출물] ①알레르기 반응이 나타나는 경우에는 섭취 중단 ②설사, 위통, 복부팽만 등의 위장관계 장애가 나타나는 경우에는 섭취에 주의","1일 1회, 1회 1정씩 물과 함께 섭취하십시오.",200400200141119,제조일부터 24개월,6946,"600mg× [1정(0.6g), 10정(6g), 20정(12g), 30정(18g), 40정(24g), 50정(30g), 60정(36g), 70정(42g), 80정(48g)]",에프앤디넷 락피도,http://img.danawa.com/prod_img/500000/101/535/img/9535101_1.jpg?shrink=500:500&_v=20190920164841
20180627,레스베라 쏘팔메토 전립파워,습기가 적고 직사광선을 받지 않는 실온에 보관하십시오.,쏘팔메토열매추출물 - 전립선 건강의 유지에 도움을 줄 수 있음,"1. 성상 : 이미, 이취가 없고 고유의 향미가 있는 갈색 내용물을 함유한 검정색의 연질캡슐
2. 로르산(%) : 표시량(70mg/2,000mg) 80~120%
3. 납(mg/kg) : 1.0 이하
4. 카드뮴(mg/kg) : 1.0 이하
5. 총 수은(mg/kg) : 1.0 이하
6. 총 비소(mg/kg) : 1.0 이하
7. 붕해시험 : 20분 이내 
8. 대장균군 : 음성","1) 메스꺼움 등 소화계통의 불편함과 설사를 유발할 수 있음.
 2) 특이체질, 알레르기 체질의 경우에는 간혹 개인에 따라 과민반응을 나타낼 수 있으므로 원료를 확인한 후
    섭취하십시오. 
 3) 유통기한이 경과된 제품은 섭취하지 마십시오.
 4) 용기안의 방습제는 먹지 마십시오.
 5) 어린이의 경우 목에 걸릴 수 있으니 섭취 시 주의하십시오.","1일 1회, 1회 2캡슐을 물과 함께 섭취하십시오.",200600200031326,제조일로부터 24개월,7089,"1,000mg×6캡슐(6g), 1,000mg×30캡슐(30g), 1,000mg×60캡슐(60g), 1,000mg×90캡슐(90g), 1,000mg×120캡슐(120g), 1,000mg×160캡슐(160g), 1,000mg×180캡슐(180g), 1,000mg×240캡슐(240g) 등",레스베라,http://img.danawa.com/prod_img/500000/743/552/img/6552743_1.jpg?shrink=500:500&_v=20181029165216
20180914,레스베라 해피큐,습기가 적고 직사광선을 받지 않는 실온에 보관하십시오.,"1) 쏘팔메토 열매 추출물
    - 전립선 건강의 유지에 도움을 줄 수 있음
 2) 아연 
    - 정상적인 면역기능에 필요
    - 정상적인 세포분열에 필요
 3) 비타민E
    - 유해산소로부터 세포를 보호하는데 필요","1. 성상 : 이미, 이취가 없고 고유의 향미가 있으며 갈색 내용물을 함유한 검정색 연질캡슐
2. 로르산(%) : 표시량(70mg/2,000mg) 80~120%
3. 아연(%) : 표시량(8.5mg/2,000mg) 80~150%
4. 비타민E(%) : 표시량(11mgα-TE/2,000mg) 80~150%
5. 납(mg/kg) : 1.0 이하
6. 카드뮴(mg/kg) : 1.0 이하
7. 총 수은(mg/kg) : 1.0 이하
8. 총 비소(mg/kg) : 1.0 이하
9. 붕해시험 : 20분 이내 
10. 대장균군 : 음성","1) 메스꺼움 등 소화계통의 불편함과 설사를 유발할 수 있음.
2) 특이체질, 알레르기 체질의 경우에는 간혹 개인에 따라 과민반응을 나타낼 수 있으므로 원료를 확인한 후
    섭취하십시오. 
3) 유통기한이 경과된 제품은 섭취하지 마십시오.
4) 용기안의 방습제는 먹지 마십시오.
5) 어린이의 경우 목에 걸릴 수 있으니 섭취 시 주의하십시오.","1일 1회, 1회 2캡슐을 물과 함께 섭취하십시오. / 1일 2회, 1회 1캡슐을 물과 함께 섭취하십시오,",200600200031375,제조일로부터 24개월,7090,"1,000mg×6캡슐(6g), 1,000mg×30캡슐(30g), 1,000mg×60캡슐(60g), 1,000mg×90캡슐(90g), 1,000mg×120캡슐(120g), 1,000mg×160캡슐(160g), 1,000mg×180캡슐(180g), 1,000mg×240캡슐(240g) 등",레스베라,http://img.danawa.com/prod_img/500000/716/552/img/6552716_1.jpg?shrink=500:500
20180629,로하비 프리미엄 밀크씨슬 이엑스,고온다습한 곳이나 직사광선을 피하여 서늘한 곳에 보관.,"① 간 건강에 도움을 줄 수 있음

①탄수화물과 에너지 대사에 필요

①체내 에너지 생성에 필요

①체내 에너지 생성에 필요

①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①유해산소로부터 세포를 보호하는데 필요","(1) 성상 : 이미, 이취가 없고, 고유의 향미가 있는 연노란색의 타원형 정제
(2) 실리마린(silybin으로서) : 표시량(130 mg/900 mg)의 80% 이상 120% 이하
(3) 나이아신 : 표시량(15 mgNE/900 mg)의 80% 이상 150% 이하
(4) 아연 : 표시량(8.5 mg/900 mg)의 80% 이상 150% 이하
(5) 판토텐산 : 표시량(5 mg/900 mg)의 80% 이상 180% 이하
(6) 비타민B6 : 표시량(1.5 mg/900 mg)의 80% 이상 150% 이하
(7) 비타민B1 : 표시량(1.2 mg/900 mg)의 80% 이상 180% 이하
(8) 비타민B2 : 표시량(1.4 mg/900 mg)의 80% 이상 180% 이하
(9) 셀레늄 : 표시량(55 ug/900 mg)의 80% 이상 150% 이하
(10) 엽산 : 표시량(400 ug/900 mg)의 80% 이상 150% 이하
(11) 납(mg/kg) : 1.0 이하
(12) 카드뮴(mg/kg) : 0.5 이하
(13) 총수은(mg/kg) : 0.5 이하
(14) 총비소(mg/kg) : 1.0이하
(15) 대장균군 : 음성
(16) 붕해시험 : 30분 이내","① 알레르기 반응이 나타나는 경우에는 섭취 중단 ② 설사, 위통, 복부팽만 등의 위장관계 장애가 나타나는 경우에는 섭취에 주의

알레르기 체질이신 경우 성분을 확인 한 후 섭취하시기 바랍니다.","1일 1회, 1회 1정을 물과 함께 섭취",200400150831023,제조일로부터 24개월,7283,"900 mg × 30 정(27 g), 900 mg × 56 정(50.4 g), 900 mg × 60 정(54 g), 900 mg × 90 정(81 g), 900 mg × 120 정(108 g), 900 mg × 150 정(135 g), 900 mg × 180 정(162 g), 900 mg × 210 정(189 g), 900 mg × 240정(216 g) 등",로하비,http://img.danawa.com/prod_img/500000/600/363/img/7363600_1.jpg?shrink=500:500&_v=20190304121157
20190228,로하비 프리미엄 쏘팔메토 이엑스,고온다습한 곳이나 직사광선을 피하여 서늘한 곳에 보관.,"①전립선 건강의 유지에 도움을 줄 수 있음

①지구력 증진에 도움을 줄 수 있음

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①탄수화물과 에너지 대사에 필요

①체내 에너지 생성에 필요

①체내 에너지 생성에 필요

①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①유해산소로부터 세포를 보호하는데 필요","(1) 성상 : 이미, 이취가 없고 고유의 향미가 있는 진노랑색의 내용물을 함유한 적갈색 연질캡슐
(2) 로르산 : 표시량(89.6 mg/500 ㎎)의 80% 이상 120% 이하
(3) 옥타코사놀 : 표시량(7 mg/500 ㎎)의 80% 이상 120% 이하
(4) 비타민D : 표시량(10 ug/500 ㎎)의 80% 이상 180% 이하
(5) 비타민B1 : 표시량(1.2 ㎎/500 ㎎)의 80% 이상 180% 이하
(6) 비타민B2 : 표시량(1.4 ㎎/500 ㎎)의 80% 이상 180% 이하
(7) 나이아신 : 표시량(15 ㎎NE/500 ㎎)의 80% 이상 150% 이하
(8) 판토텐산 : 표시량(5 ㎎/500 ㎎)의 80% 이상 180% 이하
(9) 비타민B6 : 표시량(1.5㎎/50 0㎎)의 80% 이상 150% 이하
(10) 엽산 : 표시량(400 ㎍/500 ㎎)의 80% 이상 150% 이하
(11) 아연 : 표시량(8.5 ㎎/500 ㎎)의 80% 이상 150% 이하
(12) 셀레늄 : 표시량(55 ug/500 mg)의 80% 이상 150% 이하
(13) 납(mg/kg) : 1.0 이하
(14) 카드뮴(mg/kg) : 1.0 이하
(15) 총수은(mg/kg) : 1.0 이하
(16) 총비소(mg/kg) : 1.0 이하
(17) 대장균군 : 음성
(18) 붕해시험 : 적합","메스꺼움 등 소화계통의 불편함과 설사를 유발할 수 있음.
알레르기 체질이신 경우 성분을 확인 한 후 섭취하시기 바랍니다.","1일 1회, 1회 1캡슐을 충분한 물과 함께 섭취하시기 바랍니다.",200400150831119,24개월,7284,"500 mg × 30캡슐(15 g), 500 mg × 60캡슐(30 g), 500 mg × 90캡슐(45 g), 500 mg × 120캡슐(60 g), 500 mg × 150캡슐(75 g), 500 mg × 180캡슐(90 g), 500 mg × 210캡슐(105 g), 500 mg × 240캡슐(120 g), 500 mg × 270캡슐(135 g), 500 mg × 300캡슐(150 g) 등",로하비,http://img.danawa.com/prod_img/500000/081/685/img/3685081_1.jpg?shrink=500:500
20150522,루테인 골드,"① 직사광선을 피하여 서늘한 곳에 보관하시고, 어린이의 손이 닿지 않는 곳에 보관하시기 바랍니다.","[비타민 A] ①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

[비타민 E] ①유해산소로부터 세포를 보호하는데 필요

[마리골드꽃추출물] 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줌","1) 성상: 진한주황색의 내용물을 함유한 적갈색의 연질캡슐
2) 루테인 : 표시량(20mg/600mg)의 80~120%
3) 비타민A : 표시량(430㎍ RE/600mg)의 80~150%
4) 비타민E : 표시량(3.6mg α-TE/600mg)의 80~150%
5) 납(mg/kg ): 1.0 이하
6) 카드뮴(mg/kg) : 1.0 이하
7) 총수은(mg/kg) : 1.0 이하
8) 총비소(mg/kg) : 1.0 이하
9) 붕해도 : 20분 이내
10) 대장균군 : 음성",과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음,"1일 1회, 1회 1캡슐을 물과 함께 섭취",20070017035374,제조일로부터 24개월,7359,"3.6g(600mg X 6캡슐), 14.4g(600mg X 24캡슐), 28.8g(600mg X 48캡슐), 57.6g(600mg X 96캡슐), 72g(600mg X 120캡슐), 86.4g(600mg X 144캡슐), 100.8g(600mg X 168캡슐), 115.2g(600mg X 192캡슐), 129.6g(600mg X 216캡슐), 144g(600mg X 240캡슐), 288g(600mg X 480캡슐), 576g(600mg X 960캡슐)",대웅생명과학,http://img.danawa.com/prod_img/500000/443/184/img/4184443_1.jpg?shrink=160:160&_v=20181102114208
20190612,루테인 비타C,직사광선을 받지 않는 실온에 보관한다.,"노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줌

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요","1) 성상 : 적갈색 알갱이가 들어있는 연보라색의 분말
2) 루테인 : 표시량(20.0mg/2,000mg) 의 80~120% 이어야 한다.
3) 비타민C : 표시량(100.0mg/2,000mg) 의 80~150% 이어야 한다.
4) 헥산(mg/kg) : 5.0 이하.
5) 납(mg/kg) : 1.0 이하.
6) 카드뮴(mg/kg) : 1.0 이하.
7) 총수은(mg/kg) : 1.0 이하.
8) 총비소(mg/kg) : 1.0 이하.
9) 대장균군 : 음성",과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음,"1일 1회, 1회 1포를 그대로 또는 물과 함께 섭취하시기 바랍니다.",20040020046565,제조일로부터 24개월,7369,"2.0gX30포(60g), 60포(120g), 90포(180g) 등",보뚜슈퍼푸드,http://img.danawa.com/prod_img/500000/503/619/img/9619503_1.jpg?shrink=160:160&_v=20191002140909
